date, pm25, pm10, o3, no2, so2, co
2018/1/10, 51, 29, 18, 15, 7, 4
2018/1/11, 73, 21, 19, 27, 7, 5
2018/1/12, 54, 46, 3, 47, 8, 10
2018/1/13, 107, 56, 9, 42, 9, 9
2018/1/14, 140, 46, 18, 49, 9, 10
2018/1/15, 127, 81, 6, 63, 10, 13
2018/1/16, 165, 77, 12, 46, 9, 8
2018/1/17, 168, 67, 19, 35, 8, 7
2018/1/18, 140, 52, 23, 32, 8, 5
2018/1/19, 81, 73, 23, 46, 10, 10
2018/1/20, 132, 49, 16, 34, 7, 6
2018/1/21, 91, 42, 11, 39, 8, 7
2018/1/22, 81, 26, 23, 12, 7, 3
2018/1/23, 49, 29, 23, 13, 8, 2
2018/1/24, 43, 23, 21, 14, 7, 3
2018/1/25, 45, 29, 21, 16, 8, 4
2018/1/26, 65, 43, 8, 41, 9, 8
2018/1/27, 82, 28, 25, 23, 8, 5
2018/1/28, 64, 44, 22, 19, 9, 4
2018/1/29, 58, 40, 13, 42, 9, 8
2018/1/30, 71, 36, 16, 35, 8, 7
2018/1/31, 62, 34, 20, 37, 9, 7
2018/2/1, 67, 52, 10, 46, 9, 9
2018/2/2, 92, 33, 22, 14, 7, 5
2018/2/3, 66, 30, 22, 14, 7, 5
2018/2/4, 71, 23, 22, 15, 6, 4
2018/2/5, 54, 28, 22, 15, 7, 5
2018/2/6, 65, 38, 18, 34, 8, 8
2018/2/7, 78, 46, 9, 53, 9, 10
2018/2/8, 96, 59, 7, 65, 11, 12
2018/2/9, 132, 59, 24, 13, 8, 7
2018/2/10, 102, 49, 24, 16, 8, 5
2018/2/11, 54, 46, 23, 18, 7, 5
2018/2/12, 54, 49, 16, 37, 9, 7
2018/2/13, 58, 57, 25, 38, 9, 8
2018/2/14, 90, 35, 26, 17, 7, 5
2018/2/15, 57, 42, 25, 28, 7, 7
2018/2/16, 66, 47, 25, 14, 7, 5
2018/2/17, 47, 35, 20, 25, 8, 7
2018/2/18, 57, 53, 16, 44, 8, 10
2018/2/19, 105, 52, 28, 34, 8, 12
2018/2/20, 105, 34, 27, 23, 8, 5
2018/2/21, 61, 42, 25, 36, 9, 5
2018/2/22, 83, 67, 20, 40, 7, 9
2018/2/23, 145, 60, 25, 25, 6, 7
2018/2/24, 127, 37, 24, 31, 7, 6
2018/2/25, 85, 52, 12, 55, 11, 9
2018/2/26, 104, 73, 2, 75, 14, 15
2018/2/27, 149, 58, 12, 45, 9, 10
2018/2/28, 117, 39, 31, 16, 6, 6
2018/3/1, 93, 58, 27, 35, 9, 6
2018/3/2, 83, 53, 18, 42, 9, 7
2018/3/3, 79, 28, 14, 33, 7, 8
2018/3/4, 69, 11, 27, 19, 4, 5
2018/3/5, 23, 28, 25, 31, 6, 7
2018/3/6, 60, 28, 20, 28, 6, 6
2018/3/7, 59, 29, 26, 18, 5, 6
2018/3/8, 80, 37, 20, 28, 6, 7
2018/3/9, 94, 42, 23, 38, 8, 9
2018/3/10, 95, 48, 29, 25, 6, 6
2018/3/11, 106, 66, 27, 49, 9, 10
2018/3/12, 124, 54, 28, 46, 8, 10
2018/3/13, 102, 24, 26, 28, 7, 6
2018/3/14, 54, 18, 17, 28, 5, 7
2018/3/15, 50, 15, 27, 19, 4, 7
2018/3/16, 33, 27, 20, 30, 5, 7
2018/3/17, 59, 45, 18, 38, 6, 9
2018/3/18, 104, 27, 24, 25, 5, 8
2018/3/19, 66, 21, 28, 18, 4, 5
2018/3/20, 37, 15, 27, 19, 4, 6
2018/3/21, 29, 37, 27, 29, 6, 7
2018/3/22, 73, 51, 31, 39, 8, 8
2018/3/23, 105, 72, 34, 42, 10, 10
2018/3/24, 151, 82, 38, 34, 8, 10
2018/3/25, 169, 74, 33, 49, 8, 10
2018/3/26, 146, 68, 42, 48, 9, 9
2018/3/27, 137, 46, 34, 32, 7, 7
2018/3/28, 95, 53, 29, 32, 6, 6
2018/3/29, 111, 56, 33, 33, 6, 6
2018/3/30, 98, 53, 36, 34, 8, 6
2018/3/31, 86, 61, 28, 27, 7, 6
2017/10/1, 78, 19, 31, 14, 3, 3
2017/10/2, 44, 40, 24, 11, 3, 3
2017/10/3, 48, 24, 26, 11, 3, 2
2017/10/4, 39, 17, 23, 19, 3, 4
2017/10/5, 38, 14, 19, 15, 2, 3
2017/10/6, 37, 8, 22, 18, 3, 4
2017/10/7, 25, 18, 33, 22, 4, 5
2017/10/8, 50, 26, 29, 28, 7, 5
2017/10/9, 65, 29, 13, 31, 4, 6
2017/10/10, 68, 11, 21, 12, 2, 4
2017/10/11, 29, 21, 17, 20, 3, 4
2017/10/12, 44, 28, 27, 20, , 5
2017/10/13, 59, 24, 28, 21, , 4
2017/10/14, 50, 23, 26, 21, 4, 4
2017/10/15, 49, 33, 28, 26, 4, 5
2017/10/16, 64, 38, 24, 29, 4, 5
2017/10/17, 67, 29, 16, 31, 3, 5
2017/10/18, 60, 19, 23, 25, 3, 4
2017/10/19, 46, 32, 23, 34, 4, 6
2017/10/20, 63, 42, 26, 31, 4, 6
2017/10/21, 78, 30, 24, 18, 3, 4
2017/10/22, 58, 25, 23, 23, 3, 4
2017/10/23, 41, 34, 23, 34, , 6
2017/10/24, 59, 42, 30, 34, 4, 7
2017/10/25, 72, 49, 18, 40, 4, 7
2017/10/26, 87, 54, 28, 39, 4, 9
2017/10/27, 102, 48, 27, 43, 4, 9
2017/10/28, 89, 60, 27, 23, 4, 7
2017/10/29, 73, 36, 21, 21, 4, 5
2017/10/30, 46, 34, 18, 35, 5, 8
2017/10/31, 54, 42, 21, 38, 7, 7
2017/11/1, 70, 46, 23, 37, 7, 7
2017/11/2, 83, 38, 26, 22, 5, 6
2017/11/3, 80, 48, 23, 18, , 7
2017/11/4, 112, 41, 16, 33, 5, 9
2017/11/5, 87, 35, 16, 38, 6, 9
2017/11/6, 69, 40, 8, 46, 6, 10
2017/11/7, 76, 57, 25, 23, 5, 6
2017/11/8, 91, 48, 11, 37, 5, 8
2017/11/9, 76, 44, 19, 34, 6, 9
2017/11/10, 69, 62, 19, 15, , 7
2017/11/11, 44, 30, 14, 32, 4, 10
2017/11/12, 62, 39, 17, 42, 6, 9
2017/11/13, 71, 44, 20, 19, 6, 4
2017/11/14, 60, 24, 22, 17, 5, 4
2017/11/15, 43, 23, 13, 29, 6, 6
2017/11/16, 46, 41, 3, 48, 7, 9
2017/11/17, 73, 36, 19, 11, 5, 5
2017/11/18, 68, 23, 22, 18, 6, 6
2017/11/19, 41, 36, 14, 36, 6, 8
2017/11/20, 69, 48, 6, 48, 7, 11
2017/11/21, 90, 53, , 52, 7, 11
2017/11/22, 112, 18, 12, 37, 5, 6
2017/11/23, 32, 20, 17, 23, 5, 4
2017/11/24, 46, 27, 2, 44, 5, 7
2017/11/25, 58, 32, 19, 30, 4, 6
2017/11/26, 69, 43, 5, 47, 7, 8
2017/11/27, 83, 64, 3, 69, 10, 12
2017/11/28, 126, 54, 18, 31, 6, 5
2017/11/29, 74, 24, 23, 17, 4, 3
2017/11/30, 32, 23, 16, 34, 6, 4
2017/12/1, 47, 38, 6, 45, 7, 7
2017/12/2, 73, 46, 3, 43, 6, 8
2017/12/3, 95, 37, 20, 21, 6, 5
2017/12/4, 75, 22, 19, 21, 6, 4
2017/12/5, 43, 28, 5, 39, 5, 5
2017/12/6, 64, 41, 18, 29, 6, 6
2017/12/7, 83, 29, 17, 23, 6, 4
2017/12/8, 67, 39, 5, 50, 7, 8
2017/12/9, 74, 34, 18, 32, 6, 6
2017/12/10, 76, 44, 16, 12, 5, 3
2017/12/11, 38, 30, 16, 16, 7, 4
2017/12/12, 58, 34, 13, 30, 7, 5
2017/12/13, 62, 50, 4, 47, 8, 9
2017/12/14, 97, 69, 2, 73, 10, 16
2017/12/15, 153, 37, 19, 17, 9, 6
2017/12/16, 80, 35, 19, 20, 7, 4
2017/12/17, 46, 49, 14, 50, 8, 11
2017/12/18, 100, 42, 14, 20, 8, 5
2017/12/19, 60, 39, 4, 43, 7, 8
2017/12/20, 72, 46, 6, 52, 7, 11
2017/12/21, 96, 52, 2, 62, 10, 14
2017/12/22, 125, 79, 7, 63, 11, 16
2017/12/23, 157, 61, 23, 36, 7, 11
2017/12/24, 121, 27, 20, 19, 8, 5
2017/12/25, 55, 24, 19, 20, 6, 5
2017/12/26, 44, 25, 15, 24, 7, 6
2017/12/27, 50, 41, 5, 46, 8, 9
2017/12/28, 75, 68, 14, 53, 10, 10
2017/12/29, 136, 86, 3, 55, 8, 12
2017/12/30, 165, 51, 21, 18, 7, 6
2017/12/31, 88, 43, 14, 37, 11, 8
2017/7/1, 99, 24, 18, 20, 4, 5
2017/7/2, 67, 21, 19, 21, 3, 5
2017/7/3, 55, 32, 20, 22, 5, 5
2017/7/4, 81, 38, 68, 26, 4, 5
2017/7/5, 86, 46, 84, 35, 4, 6
2017/7/6, 102, 24, 12, 30, 3, 5
2017/7/7, 60, 31, 18, 25, 4, 5
2017/7/8, 75, 24, 20, 26, 4, 5
2017/7/9, 65, , , , , 
2017/8/7, 76, 43, 49, 24, 5, 5
2017/8/8, 87, 20, 23, 27, 3, 4
2017/8/27, 55, 30, 18, 31, 5, 5
2017/8/28, 64, 18, 29, 11, 3, 2
2017/8/29, 35, 19, 16, 12, 5, 2
2017/8/30, 35, , , , , 
2017/9/23, 88, 62, 53, 31, 4, 7
2017/9/24, 114, 47, 38, , 3, 6
2017/9/25, 83, 47, 40, 37, 4, 6
2017/9/26, 87, 41, 28, 30, 4, 6
2017/9/27, 82, 24, 32, 16, 4, 3
2017/9/28, 35, 23, 25, 25, 5, 4
2017/9/29, 39, 36, 27, 37, 6, 6
2017/9/30, 64, 38, 18, 28, 4, 7
2017/4/1, 59, 34, 43, 31, 4, 8
2017/4/2, 95, 62, 28, 55, 6, 9
2017/4/3, 149, 61, 47, 56, 6, 9
2017/4/4, 144, 50, 23, 54, 5, 7
2017/4/5, 126, 21, 24, 33, 2, 6
2017/4/6, 60, 27, 28, 38, 2, 7
2017/4/7, 65, 48, 26, 43, 2, 8
2017/4/8, 103, 40, 33, 24, , 7
2017/4/9, 96, 23, 31, 29, 3, 6
2017/4/10, 57, 41, 43, 30, 6, 6
2017/4/11, 69, 59, 34, 17, 5, 4
2017/4/12, 47, 59, 39, 31, 8, 7
2017/4/13, 66, 49, 37, 37, 7, 9
2017/4/14, 45, 59, 41, 33, 8, 9
2017/4/15, 93, 55, 41, 40, 8, 11
2017/4/16, 95, 43, 33, 45, 5, 9
2017/4/17, 82, 35, 26, 33, 5, 7
2017/4/18, 70, 66, 31, 20, 5, 5
2017/4/19, 52, 72, 30, 35, 6, 6
2017/4/20, 69, 56, 33, 38, 5, 7
2017/4/21, 68, 55, 38, 34, 6, 7
2017/4/22, 77, 47, 48, 32, 6, 7
2017/4/23, 74, 40, 47, 34, 6, 7
2017/4/24, 64, 53, 42, 34, 7, 7
2017/4/25, 89, 41, 37, 16, 5, 5
2017/4/26, 56, 39, 36, 20, 6, 5
2017/4/27, 49, 57, 35, 35, 10, 6
2017/4/28, 77, 57, 41, 36, 8, 6
2017/4/29, 84, 74, 70, 28, 12, 8
2017/4/30, 138, 70, 68, 28, 7, 7
2017/5/1, 119, 75, 54, 44, 7, 8
2017/5/2, 130, 64, 83, 40, 6, 7
2017/5/3, 103, 57, 45, 37, 6, 7
2017/5/4, 105, 49, 39, 20, 5, 5
2017/5/5, 80, 141, 36, 16, 5, 4
2017/5/6, 75, 80, 40, 22, 8, 4
2017/5/7, 62, 116, 47, 38, 9, 7
2017/5/8, 107, 107, 27, 40, 9, 8
2017/5/9, 113, 51, 35, 23, 4, 6
2017/5/10, 87, 59, 44, 37, 7, 8
2017/5/11, 93, 64, 36, 40, 9, 9
2017/5/12, 128, 49, 39, 29, 6, 6
2017/5/13, 89, 55, 36, 18, 5, 4
2017/5/14, 56, 43, 30, 21, 6, 4
2017/5/15, 44, 37, 32, 30, 6, 5
2017/5/16, 58, 34, 44, 30, 6, 5
2017/5/17, 59, 58, 60, 31, 8, 5
2017/5/18, 104, 47, 47, 33, 8, 5
2017/5/19, 87, 36, 44, 29, 8, 5
2017/5/20, 70, 28, 44, 21, 6, 4
2017/5/21, 63, 45, 41, 28, 6, 5
2017/5/22, 92, 34, 23, 27, 6, 5
2017/5/23, 76, 25, 39, 21, , 4
2017/5/24, 58, 36, 42, 27, 6, 4
2017/5/25, 54, 23, 35, 15, 5, 3
2017/5/26, 32, 35, 44, 30, 7, 4
2017/5/27, 58, 42, 61, 25, 6, 5
2017/5/28, 72, 61, 71, 26, 10, 6
2017/5/29, 115, 48, 42, 32, 9, 5
2017/5/30, 77, 37, 38, 36, 7, 5
2017/5/31, 73, 36, 37, 14, 4, 4
2017/6/1, 69, 30, 37, 13, , 4
2017/6/2, 41, 30, 35, 16, 5, 4
2017/6/3, 44, 28, 42, 17, 4, 4
2017/6/4, 44, 23, 53, 23, , 5
2017/6/5, 49, 22, 29, 23, 5, 6
2017/6/6, 27, 13, 27, 19, 3, 6
2017/6/7, 35, 39, 49, 23, 5, 8
2017/6/8, 84, 52, 49, 29, 6, 8
2017/6/9, 109, 45, 50, 15, 6, 4
2017/6/10, 80, 30, 41, 21, 5, 5
2017/6/11, 42, 30, 42, 20, 5, 5
2017/6/12, 45, 35, 36, 20, 4, 6
2017/6/13, 60, 43, 46, 22, 5, 6
2017/6/14, 73, 49, 46, 28, 7, 7
2017/6/15, 85, 61, 83, 30, 8, 8
2017/6/16, 115, 52, 75, 31, 10, 5
2017/6/17, 101, 40, 56, 26, 5, 4
2017/6/18, 78, 49, 50, 32, 6, 5
2017/6/19, 98, 46, 61, 34, 5, 5
2017/6/20, 72, 53, 46, 23, 6, 4
2017/6/21, 72, 37, 44, 22, 5, 4
2017/6/22, 52, 43, 66, 33, 5, 5
2017/6/23, 81, 39, 26, 42, 6, 5
2017/6/24, 77, 32, 45, 28, 2, 6
2017/6/25, 81, 26, 38, 25, 3, 5
2017/6/26, 65, 28, 42, 26, 4, 6
2017/6/27, 66, 45, 61, 28, 5, 6
2017/6/28, 103, 44, 62, 30, 6, 6
2017/6/29, 107, 52, 51, 24, 3, 6
2017/6/30, 122, 41, 42, 25, 4, 6
2017/1/2, 141, 74, 15, 45, 8, 9
2017/1/3, 133, 50, 12, 53, 8, 10
2017/1/4, 89, 44, 10, 38, 7, 7
2017/1/5, 76, 17, 13, 35, 5, 5
2017/1/6, 29, 47, 4, 49, 6, 10
2017/1/7, 106, 32, 17, 32, 4, 7
2017/1/8, 78, 48, 22, 19, 8, 7
2017/1/9, 121, 32, 19, 20, 5, 4
2017/1/10, 62, 23, 16, 28, 6, 4
2017/1/11, 44, 29, 19, 32, 5, 7
2017/1/12, 56, 22, 18, 18, 5, 4
2017/1/13, 46, 44, 18, 12, 5, 3
2017/1/14, 50, 26, 15, 23, 6, 5
2017/1/15, 51, 43, 7, 43, 7, 9
2017/1/16, 76, 55, 3, 62, 10, 13
2017/1/17, 119, 65, 6, 56, 10, 14
2017/1/18, 151, 77, 7, 52, 8, 10
2017/1/19, 154, 56, 22, 30, 7, 6
2017/1/20, 114, 52, 9, 45, 6, 8
2017/1/21, 107, 74, 24, 15, 8, 5
2017/1/22, 84, 35, 22, 22, 6, 5
2017/1/23, 107, 38, 17, 43, 6, 8
2017/1/24, 81, 50, 11, 54, 8, 13
2017/1/25, 98, 58, 7, 60, 9, 19
2017/1/26, 118, 86, 23, 18, 5, 12
2017/1/27, 81, 35, 15, 35, 5, 14
2017/1/28, 48, 30, 6, 41, 4, 16
2017/1/29, 62, 45, 26, 16, 6, 13
2017/1/30, 96, 32, 16, 37, 5, 10
2017/1/31, 66, 35, 25, 30, 6, 6
2017/2/1, 68, 33, 20, 34, 6, 5
2017/2/2, 54, 58, 24, 46, 8, 9
2017/2/3, 114, 74, 6, 62, 7, 13
2017/2/4, 154, 64, 26, 36, 7, 9
2017/2/5, 127, 46, 28, 20, 6, 5
2017/2/6, 91, 42, 13, 40, 6, 7
2017/2/7, 73, 55, 14, 41, 7, 8
2017/2/8, 93, 52, 24, 15, 6, 4
2017/2/9, 65, 34, 23, 13, 5, 4
2017/2/10, 58, 29, 23, 19, 5, 5
2017/2/11, 56, 33, 23, 31, 6, 7
2017/2/12, 63, 42, 10, 54, 8, 10
2017/2/13, 83, 50, 25, 40, 9, 8
2017/2/14, 98, 53, 12, 66, 11, 12
2017/2/15, 113, 59, 9, 71, 9, 15
2017/2/16, 129, 43, 26, 20, 4, 6
2017/2/17, 64, 27, 27, 22, 6, 6
2017/2/18, 57, 34, 16, 46, 5, 10
2017/2/19, 75, 35, 29, 20, 4, 7
2017/2/20, 75, 33, 23, 43, 6, 10
2017/2/21, 78, 30, 10, 48, 5, 11
2017/2/22, 91, 30, 31, 15, 5, 7
2017/2/23, 62, 25, 26, 28, 6, 7
2017/2/24, 58, 35, 22, 43, 7, 11
2017/2/25, 81, 37, 30, 31, 6, 10
2017/2/26, 88, 34, 21, 44, 5, 10
2017/2/27, 73, 36, 19, 57, 9, 10
2017/2/28, 84, 47, 29, 52, 8, 8
2017/3/1, 115, 29, 31, 21, 3, 4
2017/3/2, 83, 34, 25, 41, 6, 7
2017/3/3, 62, 41, 19, 51, 6, 8
2017/3/4, 87, 53, 35, 43, 4, 9
2017/3/5, 137, 32, 31, 15, 4, 5
2017/3/6, 83, 29, 30, 14, 5, 4
2017/3/7, 69, 37, 28, 22, 4, 5
2017/3/8, 64, 45, 28, 31, 6, 7
2017/3/9, 69, 39, 31, 36, 5, 4
2017/3/10, 84, 47, 29, 59, 8, 7
2017/3/11, 110, 66, 40, 62, 9, 9
2017/3/12, 158, 49, 37, 21, 4, 5
2017/3/13, 118, 46, 37, 23, 5, 4
2017/3/14, 99, 38, 27, 34, 5, 4
2017/3/15, 79, 53, 33, 51, 6, 7
2017/3/16, 127, 59, 32, 60, 6, 8
2017/3/17, 148, 56, 44, 61, 8, 7
2017/3/18, 140, 59, 43, 47, 6, 7
2017/3/19, 154, 69, 13, 67, 8, 9
2017/3/20, 158, 78, 36, 38, 8, 7
2017/3/21, 163, 46, 33, 34, 4, 6
2017/3/22, 101, 59, 38, 44, 6, 7
2017/3/23, 136, 52, 23, 44, 4, 6
2017/3/24, 117, 52, 30, 43, 5, 7
2017/3/25, 132, 52, 32, 40, 6, 7
2017/3/26, 134, 55, 34, 32, 5, 10
2017/3/27, 127, 61, 27, 47, 5, 10
2017/3/28, 154, 48, 39, 36, 4, 8
2017/3/29, 116, 54, 42, 43, 4, 7
2017/3/30, 122, 48, 21, 40, 4, 7
2017/3/31, 123, 20, 34, 28, 2, 7
2016/10/1, 76, 29, 13, 31, 6, 6
2016/10/2, 62, 16, 28, 18, , 4
2016/10/3, 34, 32, 22, 28, 5, 5
2016/10/4, 58, 25, 27, 21, 6, 4
2016/10/5, 39, 39, 32, 20, , 5
2016/10/6, 64, 26, 16, 30, 6, 5
2016/10/7, 46, 19, 35, 15, 5, 4
2016/10/8, 42, 17, 28, 8, 4, 3
2016/10/9, 35, 27, 23, 25, 5, 4
2016/10/10, 42, 38, 21, 39, 7, 7
2016/10/11, 71, 50, 30, 24, 5, 6
2016/10/12, 96, 41, 25, 35, 7, 5
2016/10/13, 68, 58, 26, 48, 9, 8
2016/10/14, 111, 63, 30, 49, 8, 9
2016/10/15, 136, 52, 11, 43, 6, 8
2016/10/16, 109, 46, 30, 31, 6, 7
2016/10/17, 94, 49, 20, 39, 6, 7
2016/10/18, 85, 54, 36, 49, 6, 8
2016/10/19, 101, 56, 34, 44, 7, 8
2016/10/20, 111, 23, 22, 27, 6, 5
2016/10/21, 47, 29, 26, 24, 6, 4
2016/10/22, 61, 14, 23, 18, 5, 4
2016/10/23, 31, 17, 19, 28, 5, 4
2016/10/24, 34, 15, 16, 29, 7, 5
2016/10/25, 39, 37, 11, 32, 5, 9
2016/10/26, 67, 43, 14, 30, 7, 8
2016/10/27, 75, 37, 28, 27, 6, 5
2016/10/28, 62, 33, 27, 14, 6, 3
2016/10/29, 55, 24, 21, 26, 6, 5
2016/10/30, 42, 28, 14, 34, 8, 6
2016/10/31, 55, 12, 21, 11, , 2
2016/11/1, 19, , , , , 
2016/11/15, 63, 58, 6, 39, 6, 7
2016/11/16, 73, 68, 14, 46, 7, 7
2016/11/17, 93, 80, 6, 53, 6, 9
2016/11/18, 134, 60, 10, 45, 5, 5
2016/11/19, 96, 46, 22, 23, 3, 3
2016/11/20, 71, 57, 11, 34, 5, 5
2016/11/21, 81, 37, 17, 17, 5, 4
2016/11/22, 59, 31, 14, 19, 6, 4
2016/11/23, 81, 22, 18, 16, 6, 2
2016/11/24, 69, 38, 10, 40, 6, 6
2016/11/25, 91, 54, 2, 44, 5, 8
2016/11/26, 138, 66, 2, 38, 5, 8
2016/11/27, 181, 68, 15, 27, 5, 6
2016/11/28, 182, 37, 9, 40, 7, 7
2016/11/29, 85, 49, 2, 46, 8, 7
2016/11/30, 107, 23, 15, 19, 7, 4
2016/12/1, 57, 40, 13, 34, 7, 6
2016/12/2, 56, 55, 5, 52, 7, 10
2016/12/3, 71, 67, 3, 58, 9, 13
2016/12/4, 109, 77, 17, 36, 7, 9
2016/12/5, 125, 32, 13, 24, 6, 5
2016/12/6, 47, 40, 4, 46, 8, 8
2016/12/7, 66, 54, 2, 48, 7, 11
2016/12/8, 102, 30, 16, 24, 5, 7
2016/12/9, 73, 28, 15, 26, 6, 7
2016/12/10, 63, 31, 12, 37, 6, 9
2016/12/11, 63, 40, 3, 49, 7, 11
2016/12/12, 75, 50, 11, 43, 9, 12
2016/12/13, 102, 47, 7, 29, 6, 8
2016/12/14, 87, 34, 16, 21, 6, 6
2016/12/15, 60, 30, 19, 30, 6, 7
2016/12/16, 53, 48, 3, 51, 8, 12
2016/12/17, 86, 51, 3, 52, 8, 14
2016/12/18, 104, 33, 6, 43, 5, 10
2016/12/19, 67, 46, 5, 46, 6, 11
2016/12/20, 85, 42, 5, 42, 5, 12
2016/12/21, 82, 15, 10, 27, 4, 8
2016/12/22, 37, 47, 14, 18, 5, 8
2016/12/23, 103, 52, 13, 27, 5, 11
2016/12/24, 124, 47, 6, 35, 5, 13
2016/12/25, 102, 41, 4, 40, 6, 13
2016/12/26, 80, 33, 16, 17, 6, 8
2016/12/27, 75, 40, 11, 34, 6, 9
2016/12/28, 67, 34, 14, 27, 6, 9
2016/12/29, 51, 39, 8, 41, 8, 11
2016/12/30, 63, 46, 2, 50, 8, 11
2016/12/31, 88, 58, 3, 48, 7, 10
2017/1/1, 130, 73, 15, 44, 8, 11
2016/7/1, 58, 11, 24, 23, , 4
2016/7/2, 41, 35, 36, 21, 7, 5
2016/7/3, 97, 25, 15, 30, 5, 5
2016/7/4, 62, 10, 15, 20, 7, 4
2016/7/5, 31, 14, 23, 24, 8, 4
2016/7/6, 38, 32, 34, 37, 8, 6
2016/7/7, 82, 46, 50, 30, 6, 6
2016/7/8, 109, 36, 32, 25, 7, 5
2016/7/9, 79, 35, 43, 26, 6, 5
2016/7/10, 78, 48, 31, 34, 6, 7
2016/7/11, 113, 35, 38, 32, 9, 6
2016/7/12, 95, 21, 21, 24, 7, 3
2016/7/13, 56, 26, 27, 24, , 5
2016/7/14, 62, 20, 23, 24, 6, 4
2016/7/15, 40, 16, 12, 21, 6, 5
2016/7/16, 27, 16, 15, 19, 6, 4
2016/7/17, 41, 28, 19, 23, 8, 4
2016/7/18, 57, 38, 45, 28, 7, 5
2016/7/19, 67, 40, 39, 35, 5, 6
2016/7/20, 77, 31, 30, 28, 6, 5
2016/7/21, 62, 38, 41, 29, 6, 5
2016/7/22, 74, 43, 25, 29, 6, 5
2016/7/23, 78, 34, 9, 22, 5, 4
2016/7/24, 75, 44, 17, 24, 7, 4
2016/7/25, 83, 33, 15, 23, 7, 4
2016/7/26, 76, 34, 10, 24, 7, 4
2016/7/27, 66, 49, 46, 21, 6, 6
2016/7/28, 104, 40, 20, 34, 6, 7
2016/7/29, 86, 43, 36, 28, 5, 5
2016/7/30, 88, 39, 20, 18, 7, 5
2016/7/31, 80, 34, 20, 21, 6, 5
2016/8/1, 75, 29, 16, 25, 6, 5
2016/8/2, 60, 28, 45, 22, 6, 4
2016/8/3, 58, 30, 24, 25, 7, 5
2016/8/4, 65, 39, 67, 29, 6, 6
2016/8/5, 81, 55, 81, 33, 5, 7
2016/8/6, 115, 44, 55, 20, 7, 5
2016/8/7, 96, 43, 39, 18, 6, 5
2016/8/8, 86, 31, 37, 28, , 6
2016/8/9, 72, 49, 41, 25, 7, 6
2016/8/10, 104, 34, 33, 22, 6, 5
2016/8/11, 70, 42, 44, 23, 6, 5
2016/8/12, 93, 38, 25, 18, 5, 4
2016/8/13, 84, 35, 14, 12, 5, 4
2016/8/14, 87, 37, 33, 18, 5, 5
2016/8/15, 76, 52, 49, 24, 6, 6
2016/8/16, 99, 43, 51, 24, 7, 5
2016/8/17, 83, 54, 61, 35, , 6
2016/8/18, 102, 60, 44, 40, 6, 7
2016/8/19, 123, 37, 46, 27, 7, 6
2016/8/20, 80, 28, 63, 17, 6, 5
2016/8/21, 66, 32, 45, 27, 5, 5
2016/8/22, 68, 32, 32, 30, 5, 5
2016/8/23, 68, 37, 40, 31, 7, 6
2016/8/24, 82, 33, 32, 27, 6, 5
2016/8/25, 67, 17, 23, 19, 5, 4
2016/8/26, 43, 18, 26, 18, 5, 4
2016/8/27, 27, 14, 21, 13, 5, 4
2016/8/28, 26, 19, 21, 20, 6, 4
2016/8/29, 34, 30, 25, 17, 5, 3
2016/8/30, 42, 15, 16, 15, 6, 3
2016/8/31, 24, 54, 52, 34, 7, 7
2016/9/1, 97, 39, 34, 32, 6, 6
2016/9/2, 90, 22, 26, 27, , 5
2016/9/3, 56, 25, 28, 24, , 5
2016/9/4, 52, 30, 36, 24, , 5
2016/9/5, 62, 57, 37, 33, 9, 7
2016/9/6, 103, 67, 41, 29, 6, 7
2016/9/7, 141, 48, 28, 31, 6, 7
2016/9/8, 92, 43, 37, 32, 5, 6
2016/9/9, 80, 43, 41, 33, , 7
2016/9/10, 84, 38, 36, 23, 5, 6
2016/9/11, 83, 30, 23, 25, 6, 5
2016/9/12, 62, 17, 25, 26, 6, 4
2016/9/13, 38, 32, 43, 25, 6, 5
2016/9/14, 64, 41, 36, 25, 6, 5
2016/9/15, 82, 50, 48, 22, 10, 6
2016/9/16, 96, 34, 28, 19, 7, 5
2016/9/17, 74, 28, 28, 15, 4, 4
2016/9/18, 60, 18, 20, 19, 5, 3
2016/9/19, 28, 20, 25, 18, 4, 3
2016/9/20, 37, 36, 28, 29, 6, 5
2016/9/21, 74, 38, 36, 28, 5, 5
2016/9/22, 79, 48, 52, 40, 6, 6
2016/9/23, 94, 54, 58, 43, 6, 7
2016/9/24, 111, 48, 40, 33, 6, 6
2016/9/25, 104, 39, 24, 41, 6, 6
2016/9/26, 81, 32, 10, 38, 6, 6
2016/9/27, 70, 33, 9, 31, 6, 5
2016/9/28, 68, 15, 14, 21, , 4
2016/9/29, 30, 28, 15, 28, 6, 5
2016/9/30, 47, 40, 21, 39, 6, 7
2016/4/1, 74, 60, 42, 55, 10, 8
2016/4/2, 90, 43, 27, 28, 6, 5
2016/4/3, 87, 27, 24, 32, 7, 5
2016/4/4, 51, 52, 29, 43, 10, 6
2016/4/5, 66, 57, 30, 54, 11, 7
2016/4/6, 83, 35, 35, 31, 7, 6
2016/4/7, 68, 56, 28, 38, 7, 6
2016/4/8, 100, 76, 14, 47, 7, 9
2016/4/9, 126, 86, 41, 32, 11, 10
2016/4/10, 145, 43, 29, 30, 5, 5
2016/4/11, 69, 47, 29, 37, 8, 5
2016/4/12, 66, 46, 24, 50, 7, 8
2016/4/13, 81, 47, 20, 39, 7, 6
2016/4/14, 79, 51, 37, 41, 8, 7
